route_key,ODC,DDC,ProductType,dayofweek,Optimal_Model,Historical_Error_Pct,Confidence
MCO|IAD|MAX|3,MCO,IAD,MAX,3,01_Historical_Baseline,0.0,HIGH
MCO|IAD|MAX|4,MCO,IAD,MAX,4,04_Recent_8W,56.25,LOW
MCO|IAD|MAX|5,MCO,IAD,MAX,5,01_Historical_Baseline,999.0,LOW
MCO|IAD|MAX|6,MCO,IAD,MAX,6,01_Historical_Baseline,999.0,LOW
MCO|IAH|MAX|3,MCO,IAH,MAX,3,04_Recent_8W,3.125,HIGH
MCO|IAH|MAX|4,MCO,IAH,MAX,4,04_Recent_8W,31.25,MEDIUM
MCO|IAH|MAX|5,MCO,IAH,MAX,5,01_Historical_Baseline,999.0,LOW
MCO|IAH|MAX|6,MCO,IAH,MAX,6,01_Historical_Baseline,999.0,LOW
MCO|LAX|MAX|3,MCO,LAX,MAX,3,04_Recent_8W,10.0,HIGH
MCO|LAX|MAX|4,MCO,LAX,MAX,4,04_Recent_8W,41.66666666666667,MEDIUM
MCO|LAX|MAX|5,MCO,LAX,MAX,5,01_Historical_Baseline,999.0,LOW
MCO|LAX|MAX|6,MCO,LAX,MAX,6,01_Historical_Baseline,999.0,LOW
MCO|LAX|MAX|7,MCO,LAX,MAX,7,01_Historical_Baseline,999.0,LOW
MCO|MCI|MAX|3,MCO,MCI,MAX,3,04_Recent_8W,12.5,HIGH
MCO|MCI|MAX|4,MCO,MCI,MAX,4,04_Recent_8W,0.0,HIGH
MCO|MCI|MAX|5,MCO,MCI,MAX,5,01_Historical_Baseline,0.0,HIGH
MCO|MCI|MAX|6,MCO,MCI,MAX,6,01_Historical_Baseline,0.0,HIGH
MCO|ORD|MAX|3,MCO,ORD,MAX,3,08_Week_Specific,3.571428571428571,HIGH
MCO|ORD|MAX|4,MCO,ORD,MAX,4,04_Recent_8W,12.5,HIGH
MCO|ORD|MAX|5,MCO,ORD,MAX,5,01_Historical_Baseline,999.0,LOW
MCO|ORD|MAX|6,MCO,ORD,MAX,6,01_Historical_Baseline,999.0,LOW
MCO|PHX|MAX|3,MCO,PHX,MAX,3,04_Recent_8W,25.0,MEDIUM
MCO|PHX|MAX|4,MCO,PHX,MAX,4,03_Recent_4W_HYBRID,0.0,HIGH
MCO|PHX|MAX|5,MCO,PHX,MAX,5,01_Historical_Baseline,999.0,LOW
MCO|PHX|MAX|6,MCO,PHX,MAX,6,01_Historical_Baseline,999.0,LOW
MCO|PHX|MAX|7,MCO,PHX,MAX,7,01_Historical_Baseline,999.0,LOW
MCO|SEA|EXP|3,MCO,SEA,EXP,3,18_Clustering,18.992969396195203,HIGH
MCO|SEA|EXP|4,MCO,SEA,EXP,4,01_Historical_Baseline,17.647058823529413,HIGH
MCO|SEA|EXP|5,MCO,SEA,EXP,5,01_Historical_Baseline,999.0,LOW
MCO|SEA|EXP|6,MCO,SEA,EXP,6,01_Historical_Baseline,999.0,LOW
MCO|SEA|EXP|7,MCO,SEA,EXP,7,01_Historical_Baseline,999.0,LOW
MCO|SEA|MAX|3,MCO,SEA,MAX,3,03_Recent_4W_HYBRID,0.0,HIGH
MCO|SEA|MAX|4,MCO,SEA,MAX,4,04_Recent_8W,6.25,HIGH
MCO|SEA|MAX|5,MCO,SEA,MAX,5,01_Historical_Baseline,999.0,LOW
MCO|SEA|MAX|6,MCO,SEA,MAX,6,01_Historical_Baseline,999.0,LOW
MCO|SEA|MAX|7,MCO,SEA,MAX,7,01_Historical_Baseline,999.0,LOW
MCO|SFO|EXP|3,MCO,SFO,EXP,3,04_Recent_8W,45.19230769230769,MEDIUM
MCO|SFO|EXP|4,MCO,SFO,EXP,4,04_Recent_8W,3.3333333333333335,HIGH
MCO|SFO|EXP|5,MCO,SFO,EXP,5,01_Historical_Baseline,999.0,LOW
MCO|SFO|EXP|6,MCO,SFO,EXP,6,01_Historical_Baseline,999.0,LOW
MCO|SFO|EXP|7,MCO,SFO,EXP,7,01_Historical_Baseline,999.0,LOW
MCO|SFO|MAX|3,MCO,SFO,MAX,3,07_Same_Week_Last_Year,0.0,HIGH
MCO|SFO|MAX|4,MCO,SFO,MAX,4,12_Median_Recent,0.0,HIGH
MCO|SFO|MAX|5,MCO,SFO,MAX,5,01_Historical_Baseline,999.0,LOW
MCO|SFO|MAX|6,MCO,SFO,MAX,6,01_Historical_Baseline,999.0,LOW
MCO|SFO|MAX|7,MCO,SFO,MAX,7,01_Historical_Baseline,999.0,LOW
MCO|SLC|EXP|3,MCO,SLC,EXP,3,14_SARIMA,7.460336282267892,HIGH
MCO|SLC|EXP|4,MCO,SLC,EXP,4,04_Recent_8W,18.75,HIGH
MCO|SLC|EXP|5,MCO,SLC,EXP,5,01_Historical_Baseline,999.0,LOW
MCO|SLC|MAX|3,MCO,SLC,MAX,3,11_Hybrid_Week_Blend,1.2500000000000069,HIGH
MCO|SLC|MAX|4,MCO,SLC,MAX,4,07_Same_Week_Last_Year,0.0,HIGH
MCO|SLC|MAX|5,MCO,SLC,MAX,5,01_Historical_Baseline,999.0,LOW
MCO|SLC|MAX|6,MCO,SLC,MAX,6,01_Historical_Baseline,999.0,LOW
MCO|SLC|MAX|7,MCO,SLC,MAX,7,01_Historical_Baseline,999.0,LOW
ORD|BOS|MAX|2,ORD,BOS,MAX,2,04_Recent_8W,6.25,HIGH
ORD|BOS|MAX|3,ORD,BOS,MAX,3,05_Trend_Adjusted,3.712121212121211,HIGH
ORD|BOS|MAX|4,ORD,BOS,MAX,4,09_Exp_Smoothing,2.857142857142847,HIGH
ORD|BOS|MAX|5,ORD,BOS,MAX,5,01_Historical_Baseline,999.0,LOW
ORD|BOS|MAX|6,ORD,BOS,MAX,6,01_Historical_Baseline,999.0,LOW
ORD|CLT|MAX|2,ORD,CLT,MAX,2,02_Recent_2W,0.0,HIGH
ORD|CLT|MAX|3,ORD,CLT,MAX,3,02_Recent_2W,0.0,HIGH
ORD|CLT|MAX|4,ORD,CLT,MAX,4,02_Recent_2W,0.0,HIGH
ORD|CLT|MAX|5,ORD,CLT,MAX,5,01_Historical_Baseline,0.0,HIGH
ORD|CLT|MAX|6,ORD,CLT,MAX,6,01_Historical_Baseline,0.0,HIGH
ORD|CLT|MAX|7,ORD,CLT,MAX,7,01_Historical_Baseline,0.0,HIGH
ORD|DEN|MAX|2,ORD,DEN,MAX,2,13_Weighted_Recent_Week,4.166666666666666,HIGH
ORD|DEN|MAX|3,ORD,DEN,MAX,3,05_Trend_Adjusted,15.625,HIGH
ORD|DEN|MAX|4,ORD,DEN,MAX,4,02_Recent_2W,0.0,HIGH
ORD|DEN|MAX|5,ORD,DEN,MAX,5,01_Historical_Baseline,999.0,LOW
ORD|DEN|MAX|6,ORD,DEN,MAX,6,01_Historical_Baseline,999.0,LOW
ORD|DEN|MAX|7,ORD,DEN,MAX,7,02_Recent_2W,0.0,HIGH
ORD|DFW|MAX|2,ORD,DFW,MAX,2,02_Recent_2W,0.0,HIGH
ORD|DFW|MAX|3,ORD,DFW,MAX,3,02_Recent_2W,0.0,HIGH
ORD|DFW|MAX|4,ORD,DFW,MAX,4,02_Recent_2W,0.0,HIGH
ORD|DFW|MAX|5,ORD,DFW,MAX,5,02_Recent_2W,0.0,HIGH
ORD|DFW|MAX|6,ORD,DFW,MAX,6,02_Recent_2W,0.0,HIGH
ORD|IAD|MAX|2,ORD,IAD,MAX,2,02_Recent_2W,0.0,HIGH
ORD|IAD|MAX|3,ORD,IAD,MAX,3,02_Recent_2W,0.0,HIGH
ORD|IAD|MAX|4,ORD,IAD,MAX,4,01_Historical_Baseline,999.0,LOW
ORD|IAD|MAX|5,ORD,IAD,MAX,5,02_Recent_2W,0.0,HIGH
ORD|IAD|MAX|6,ORD,IAD,MAX,6,02_Recent_2W,0.0,HIGH
ORD|IAH|MAX|2,ORD,IAH,MAX,2,04_Recent_8W,18.181818181818183,HIGH
ORD|IAH|MAX|3,ORD,IAH,MAX,3,12_Median_Recent,0.0,HIGH
ORD|IAH|MAX|4,ORD,IAH,MAX,4,18_Clustering,27.093672456575685,MEDIUM
ORD|IAH|MAX|5,ORD,IAH,MAX,5,01_Historical_Baseline,999.0,LOW
ORD|IAH|MAX|6,ORD,IAH,MAX,6,01_Historical_Baseline,999.0,LOW
ORD|LAX|EXP|2,ORD,LAX,EXP,2,02_Recent_2W,0.0,HIGH
ORD|LAX|EXP|3,ORD,LAX,EXP,3,01_Historical_Baseline,999.0,LOW
ORD|LAX|EXP|4,ORD,LAX,EXP,4,01_Historical_Baseline,999.0,LOW
ORD|LAX|EXP|5,ORD,LAX,EXP,5,15_ML_Classifier_Simple_Vol,0.0,HIGH
ORD|LAX|MAX|2,ORD,LAX,MAX,2,07_Same_Week_Last_Year,25.0,MEDIUM
ORD|LAX|MAX|3,ORD,LAX,MAX,3,13_Weighted_Recent_Week,1.6666666666666785,HIGH
ORD|LAX|MAX|4,ORD,LAX,MAX,4,02_Recent_2W,8.333333333333332,HIGH
ORD|LAX|MAX|5,ORD,LAX,MAX,5,01_Historical_Baseline,0.0,HIGH
ORD|LAX|MAX|6,ORD,LAX,MAX,6,01_Historical_Baseline,999.0,LOW
ORD|LAX|MAX|7,ORD,LAX,MAX,7,02_Recent_2W,0.0,HIGH
ORD|MCO|MAX|2,ORD,MCO,MAX,2,08_Week_Specific,12.5,HIGH
ORD|MCO|MAX|3,ORD,MCO,MAX,3,12_Median_Recent,0.0,HIGH
ORD|MCO|MAX|4,ORD,MCO,MAX,4,04_Recent_8W,14.583333333333334,HIGH
ORD|MCO|MAX|5,ORD,MCO,MAX,5,01_Historical_Baseline,999.0,LOW
ORD|MCO|MAX|6,ORD,MCO,MAX,6,01_Historical_Baseline,999.0,LOW
ORD|PHX|MAX|2,ORD,PHX,MAX,2,08_Week_Specific,6.666666666666661,HIGH
ORD|PHX|MAX|3,ORD,PHX,MAX,3,02_Recent_2W,0.0,HIGH
ORD|PHX|MAX|4,ORD,PHX,MAX,4,13_Weighted_Recent_Week,7.5,HIGH
ORD|PHX|MAX|5,ORD,PHX,MAX,5,01_Historical_Baseline,999.0,LOW
ORD|PHX|MAX|6,ORD,PHX,MAX,6,01_Historical_Baseline,999.0,LOW
ORD|PHX|MAX|7,ORD,PHX,MAX,7,01_Historical_Baseline,999.0,LOW
ORD|SEA|EXP|2,ORD,SEA,EXP,2,01_Historical_Baseline,50.0,LOW
ORD|SEA|EXP|3,ORD,SEA,EXP,3,08_Week_Specific,17.777777777777786,HIGH
ORD|SEA|EXP|4,ORD,SEA,EXP,4,08_Week_Specific,0.0,HIGH
ORD|SEA|EXP|5,ORD,SEA,EXP,5,08_Week_Specific,0.0,HIGH
ORD|SEA|EXP|6,ORD,SEA,EXP,6,01_Historical_Baseline,999.0,LOW
ORD|SEA|EXP|7,ORD,SEA,EXP,7,01_Historical_Baseline,0.0,HIGH
ORD|SEA|MAX|2,ORD,SEA,MAX,2,13_Weighted_Recent_Week,4.6875,HIGH
ORD|SEA|MAX|3,ORD,SEA,MAX,3,04_Recent_8W,43.75,MEDIUM
ORD|SEA|MAX|4,ORD,SEA,MAX,4,12_Median_Recent,0.0,HIGH
ORD|SEA|MAX|5,ORD,SEA,MAX,5,07_Same_Week_Last_Year,0.0,HIGH
ORD|SEA|MAX|6,ORD,SEA,MAX,6,07_Same_Week_Last_Year,0.0,HIGH
ORD|SEA|MAX|7,ORD,SEA,MAX,7,01_Historical_Baseline,999.0,LOW
ORD|SFO|EXP|2,ORD,SFO,EXP,2,01_Historical_Baseline,35.8974358974359,MEDIUM
ORD|SFO|EXP|3,ORD,SFO,EXP,3,14_SARIMA,5.96777424216174,HIGH
ORD|SFO|EXP|4,ORD,SFO,EXP,4,01_Historical_Baseline,0.0,HIGH
ORD|SFO|EXP|5,ORD,SFO,EXP,5,01_Historical_Baseline,0.0,HIGH
ORD|SFO|EXP|6,ORD,SFO,EXP,6,01_Historical_Baseline,999.0,LOW
ORD|SFO|EXP|7,ORD,SFO,EXP,7,02_Recent_2W,0.0,HIGH
ORD|SFO|MAX|2,ORD,SFO,MAX,2,10_Probabilistic,5.416666666666661,HIGH
ORD|SFO|MAX|3,ORD,SFO,MAX,3,02_Recent_2W,0.0,HIGH
ORD|SFO|MAX|4,ORD,SFO,MAX,4,02_Recent_2W,0.0,HIGH
ORD|SFO|MAX|5,ORD,SFO,MAX,5,01_Historical_Baseline,999.0,LOW
ORD|SFO|MAX|6,ORD,SFO,MAX,6,01_Historical_Baseline,999.0,LOW
ORD|SFO|MAX|7,ORD,SFO,MAX,7,01_Historical_Baseline,999.0,LOW
ORD|SLC|EXP|2,ORD,SLC,EXP,2,18_Clustering,64.58592132505177,LOW
ORD|SLC|EXP|3,ORD,SLC,EXP,3,11_Hybrid_Week_Blend,2.7419354838709724,HIGH
ORD|SLC|EXP|4,ORD,SLC,EXP,4,13_Weighted_Recent_Week,0.4807692307692308,HIGH
ORD|SLC|EXP|5,ORD,SLC,EXP,5,01_Historical_Baseline,999.0,LOW
ORD|SLC|MAX|2,ORD,SLC,MAX,2,04_Recent_8W,4.166666666666666,HIGH
ORD|SLC|MAX|3,ORD,SLC,MAX,3,03_Recent_4W_HYBRID,0.0,HIGH
ORD|SLC|MAX|4,ORD,SLC,MAX,4,02_Recent_2W,0.0,HIGH
ORD|SLC|MAX|5,ORD,SLC,MAX,5,01_Historical_Baseline,999.0,LOW
ORD|SLC|MAX|6,ORD,SLC,MAX,6,01_Historical_Baseline,999.0,LOW
ORD|SLC|MAX|7,ORD,SLC,MAX,7,01_Historical_Baseline,999.0,LOW
PHX|ATL|MAX|2,PHX,ATL,MAX,2,05_Trend_Adjusted,10.0,HIGH
PHX|ATL|MAX|3,PHX,ATL,MAX,3,12_Median_Recent,0.0,HIGH
PHX|ATL|MAX|4,PHX,ATL,MAX,4,09_Exp_Smoothing,5.000000000000004,HIGH
PHX|ATL|MAX|5,PHX,ATL,MAX,5,01_Historical_Baseline,999.0,LOW
PHX|ATL|MAX|6,PHX,ATL,MAX,6,01_Historical_Baseline,999.0,LOW
PHX|ATL|MAX|7,PHX,ATL,MAX,7,01_Historical_Baseline,0.0,HIGH
PHX|BOS|EXP|3,PHX,BOS,EXP,3,09_Exp_Smoothing,15.55555555555556,HIGH
PHX|BOS|EXP|4,PHX,BOS,EXP,4,08_Week_Specific,1.4492753623188357,HIGH
PHX|BOS|EXP|5,PHX,BOS,EXP,5,01_Historical_Baseline,999.0,LOW
PHX|BOS|EXP|6,PHX,BOS,EXP,6,01_Historical_Baseline,999.0,LOW
PHX|BOS|MAX|2,PHX,BOS,MAX,2,04_Recent_8W,0.0,HIGH
PHX|BOS|MAX|3,PHX,BOS,MAX,3,02_Recent_2W,16.666666666666664,HIGH
PHX|BOS|MAX|4,PHX,BOS,MAX,4,18_Clustering,45.81265508684863,MEDIUM
PHX|BOS|MAX|5,PHX,BOS,MAX,5,01_Historical_Baseline,999.0,LOW
PHX|BOS|MAX|6,PHX,BOS,MAX,6,01_Historical_Baseline,999.0,LOW
PHX|BOS|MAX|7,PHX,BOS,MAX,7,01_Historical_Baseline,999.0,LOW
PHX|CAK|EXP|3,PHX,CAK,EXP,3,03_Recent_4W_HYBRID,0.0,HIGH
PHX|CAK|EXP|4,PHX,CAK,EXP,4,01_Historical_Baseline,5.0,HIGH
PHX|CAK|EXP|5,PHX,CAK,EXP,5,01_Historical_Baseline,999.0,LOW
PHX|CAK|MAX|2,PHX,CAK,MAX,2,04_Recent_8W,4.166666666666666,HIGH
PHX|CAK|MAX|3,PHX,CAK,MAX,3,04_Recent_8W,87.5,LOW
PHX|CAK|MAX|4,PHX,CAK,MAX,4,02_Recent_2W,0.0,HIGH
PHX|CAK|MAX|5,PHX,CAK,MAX,5,01_Historical_Baseline,999.0,LOW
PHX|CAK|MAX|6,PHX,CAK,MAX,6,01_Historical_Baseline,999.0,LOW
PHX|CAK|MAX|7,PHX,CAK,MAX,7,01_Historical_Baseline,999.0,LOW
PHX|CLT|EXP|3,PHX,CLT,EXP,3,11_Hybrid_Week_Blend,2.2272727272727364,HIGH
PHX|CLT|EXP|4,PHX,CLT,EXP,4,09_Exp_Smoothing,1.904761904761898,HIGH
PHX|CLT|EXP|5,PHX,CLT,EXP,5,01_Historical_Baseline,999.0,LOW
PHX|CLT|EXP|6,PHX,CLT,EXP,6,06_Prior_Week,0.0,HIGH
PHX|CLT|EXP|7,PHX,CLT,EXP,7,08_Week_Specific,0.0,HIGH
PHX|CLT|MAX|2,PHX,CLT,MAX,2,16_ML_Regressor,5.87492741387297,HIGH
PHX|CLT|MAX|3,PHX,CLT,MAX,3,18_Clustering,21.510545905707193,MEDIUM
PHX|CLT|MAX|4,PHX,CLT,MAX,4,03_Recent_4W_HYBRID,4.166666666666666,HIGH
PHX|CLT|MAX|5,PHX,CLT,MAX,5,01_Historical_Baseline,0.0,HIGH
PHX|CLT|MAX|6,PHX,CLT,MAX,6,01_Historical_Baseline,0.0,HIGH
PHX|CLT|MAX|7,PHX,CLT,MAX,7,01_Historical_Baseline,0.0,HIGH
PHX|CVG|EXP|3,PHX,CVG,EXP,3,02_Recent_2W,0.0,HIGH
PHX|CVG|EXP|4,PHX,CVG,EXP,4,01_Historical_Baseline,0.0,HIGH
PHX|CVG|EXP|5,PHX,CVG,EXP,5,01_Historical_Baseline,0.0,HIGH
PHX|CVG|MAX|2,PHX,CVG,MAX,2,04_Recent_8W,45.0,MEDIUM
PHX|CVG|MAX|3,PHX,CVG,MAX,3,04_Recent_8W,12.5,HIGH
PHX|CVG|MAX|4,PHX,CVG,MAX,4,09_Exp_Smoothing,7.500000000000018,HIGH
PHX|CVG|MAX|5,PHX,CVG,MAX,5,01_Historical_Baseline,999.0,LOW
PHX|CVG|MAX|6,PHX,CVG,MAX,6,01_Historical_Baseline,999.0,LOW
PHX|DEN|MAX|2,PHX,DEN,MAX,2,18_Clustering,13.084179970972428,HIGH
PHX|DEN|MAX|3,PHX,DEN,MAX,3,09_Exp_Smoothing,7.499999999999996,HIGH
PHX|DEN|MAX|4,PHX,DEN,MAX,4,04_Recent_8W,15.27777777777778,HIGH
PHX|DEN|MAX|5,PHX,DEN,MAX,5,01_Historical_Baseline,999.0,LOW
PHX|DEN|MAX|6,PHX,DEN,MAX,6,01_Historical_Baseline,999.0,LOW
PHX|DEN|MAX|7,PHX,DEN,MAX,7,01_Historical_Baseline,999.0,LOW
PHX|DFW|MAX|2,PHX,DFW,MAX,2,09_Exp_Smoothing,28.000000000000007,MEDIUM
PHX|DFW|MAX|3,PHX,DFW,MAX,3,12_Median_Recent,16.666666666666664,HIGH
PHX|DFW|MAX|4,PHX,DFW,MAX,4,02_Recent_2W,20.0,MEDIUM
PHX|DFW|MAX|5,PHX,DFW,MAX,5,01_Historical_Baseline,999.0,LOW
PHX|DFW|MAX|6,PHX,DFW,MAX,6,01_Historical_Baseline,999.0,LOW
PHX|DFW|MAX|7,PHX,DFW,MAX,7,01_Historical_Baseline,0.0,HIGH
PHX|EWR|EXP|3,PHX,EWR,EXP,3,08_Week_Specific,5.263157894736842,HIGH
PHX|EWR|EXP|4,PHX,EWR,EXP,4,14_SARIMA,1.9178345268667043,HIGH
PHX|EWR|EXP|5,PHX,EWR,EXP,5,01_Historical_Baseline,999.0,LOW
PHX|EWR|MAX|2,PHX,EWR,MAX,2,04_Recent_8W,5.0,HIGH
PHX|EWR|MAX|3,PHX,EWR,MAX,3,04_Recent_8W,12.5,HIGH
PHX|EWR|MAX|4,PHX,EWR,MAX,4,02_Recent_2W,0.0,HIGH
PHX|EWR|MAX|5,PHX,EWR,MAX,5,01_Historical_Baseline,999.0,LOW
PHX|EWR|MAX|6,PHX,EWR,MAX,6,01_Historical_Baseline,999.0,LOW
PHX|EWR|MAX|7,PHX,EWR,MAX,7,01_Historical_Baseline,999.0,LOW
PHX|IAD|EXP|3,PHX,IAD,EXP,3,08_Week_Specific,18.421052631578945,HIGH
PHX|IAD|EXP|4,PHX,IAD,EXP,4,06_Prior_Week,4.166666666666666,HIGH
PHX|IAD|EXP|5,PHX,IAD,EXP,5,01_Historical_Baseline,999.0,LOW
PHX|IAD|MAX|2,PHX,IAD,MAX,2,04_Recent_8W,16.666666666666664,HIGH
PHX|IAD|MAX|3,PHX,IAD,MAX,3,04_Recent_8W,0.0,HIGH
PHX|IAD|MAX|4,PHX,IAD,MAX,4,14_SARIMA,26.339048069208772,MEDIUM
PHX|IAD|MAX|5,PHX,IAD,MAX,5,01_Historical_Baseline,999.0,LOW
PHX|IAD|MAX|6,PHX,IAD,MAX,6,01_Historical_Baseline,999.0,LOW
PHX|IAD|MAX|7,PHX,IAD,MAX,7,01_Historical_Baseline,999.0,LOW
PHX|IAH|MAX|2,PHX,IAH,MAX,2,12_Median_Recent,5.555555555555555,HIGH
PHX|IAH|MAX|3,PHX,IAH,MAX,3,18_Clustering,21.510545905707193,MEDIUM
PHX|IAH|MAX|4,PHX,IAH,MAX,4,09_Exp_Smoothing,1.4285714285714362,HIGH
PHX|IAH|MAX|5,PHX,IAH,MAX,5,01_Historical_Baseline,999.0,LOW
PHX|IAH|MAX|6,PHX,IAH,MAX,6,01_Historical_Baseline,999.0,LOW
PHX|MCI|MAX|2,PHX,MCI,MAX,2,09_Exp_Smoothing,1.2688263138573215e-14,HIGH
PHX|MCI|MAX|3,PHX,MCI,MAX,3,04_Recent_8W,2.083333333333333,HIGH
PHX|MCI|MAX|4,PHX,MCI,MAX,4,03_Recent_4W_HYBRID,4.166666666666666,HIGH
PHX|MCI|MAX|5,PHX,MCI,MAX,5,01_Historical_Baseline,0.0,HIGH
PHX|MCI|MAX|6,PHX,MCI,MAX,6,01_Historical_Baseline,0.0,HIGH
PHX|MCI|MAX|7,PHX,MCI,MAX,7,01_Historical_Baseline,0.0,HIGH
PHX|MCO|EXP|3,PHX,MCO,EXP,3,08_Week_Specific,8.653846153846153,HIGH
PHX|MCO|EXP|4,PHX,MCO,EXP,4,09_Exp_Smoothing,0.6896551724137907,HIGH
PHX|MCO|EXP|5,PHX,MCO,EXP,5,01_Historical_Baseline,999.0,LOW
PHX|MCO|EXP|6,PHX,MCO,EXP,6,01_Historical_Baseline,999.0,LOW
PHX|MCO|EXP|7,PHX,MCO,EXP,7,01_Historical_Baseline,999.0,LOW
PHX|MCO|MAX|2,PHX,MCO,MAX,2,04_Recent_8W,34.375,MEDIUM
PHX|MCO|MAX|3,PHX,MCO,MAX,3,04_Recent_8W,37.5,MEDIUM
PHX|MCO|MAX|4,PHX,MCO,MAX,4,02_Recent_2W,0.0,HIGH
PHX|MCO|MAX|5,PHX,MCO,MAX,5,01_Historical_Baseline,999.0,LOW
PHX|MCO|MAX|6,PHX,MCO,MAX,6,01_Historical_Baseline,999.0,LOW
PHX|MCO|MAX|7,PHX,MCO,MAX,7,01_Historical_Baseline,999.0,LOW
PHX|ORD|EXP|3,PHX,ORD,EXP,3,01_Historical_Baseline,999.0,LOW
PHX|ORD|EXP|4,PHX,ORD,EXP,4,04_Recent_8W,40.909090909090914,MEDIUM
PHX|ORD|EXP|5,PHX,ORD,EXP,5,01_Historical_Baseline,999.0,LOW
PHX|ORD|MAX|2,PHX,ORD,MAX,2,08_Week_Specific,0.0,HIGH
PHX|ORD|MAX|3,PHX,ORD,MAX,3,03_Recent_4W_HYBRID,3.75,HIGH
PHX|ORD|MAX|4,PHX,ORD,MAX,4,03_Recent_4W_HYBRID,5.0,HIGH
PHX|ORD|MAX|5,PHX,ORD,MAX,5,01_Historical_Baseline,999.0,LOW
PHX|ORD|MAX|6,PHX,ORD,MAX,6,01_Historical_Baseline,999.0,LOW
PHX|ORD|MAX|7,PHX,ORD,MAX,7,01_Historical_Baseline,999.0,LOW
PHX|SEA|EXP|3,PHX,SEA,EXP,3,01_Historical_Baseline,0.0,HIGH
PHX|SEA|EXP|4,PHX,SEA,EXP,4,01_Historical_Baseline,0.0,HIGH
PHX|SEA|EXP|5,PHX,SEA,EXP,5,01_Historical_Baseline,0.0,HIGH
PHX|SEA|MAX|2,PHX,SEA,MAX,2,11_Hybrid_Week_Blend,1.4682539682539697,HIGH
PHX|SEA|MAX|3,PHX,SEA,MAX,3,02_Recent_2W,27.27272727272727,MEDIUM
PHX|SEA|MAX|4,PHX,SEA,MAX,4,04_Recent_8W,6.25,HIGH
PHX|SEA|MAX|5,PHX,SEA,MAX,5,01_Historical_Baseline,999.0,LOW
PHX|SEA|MAX|6,PHX,SEA,MAX,6,01_Historical_Baseline,999.0,LOW
PHX|SEA|MAX|7,PHX,SEA,MAX,7,01_Historical_Baseline,999.0,LOW
PHX|SLC|MAX|2,PHX,SLC,MAX,2,05_Trend_Adjusted,6.111111111111107,HIGH
PHX|SLC|MAX|3,PHX,SLC,MAX,3,02_Recent_2W,16.666666666666664,HIGH
PHX|SLC|MAX|4,PHX,SLC,MAX,4,02_Recent_2W,12.5,HIGH
PHX|SLC|MAX|5,PHX,SLC,MAX,5,01_Historical_Baseline,999.0,LOW
PHX|SLC|MAX|6,PHX,SLC,MAX,6,01_Historical_Baseline,999.0,LOW
PHX|SLC|MAX|7,PHX,SLC,MAX,7,01_Historical_Baseline,999.0,LOW
RDU|DEN|EXP|4,RDU,DEN,EXP,4,01_Historical_Baseline,0.0,HIGH
RDU|LAX|EXP|4,RDU,LAX,EXP,4,01_Historical_Baseline,0.0,HIGH
RDU|SEA|EXP|4,RDU,SEA,EXP,4,01_Historical_Baseline,0.0,HIGH
RDU|SFO|EXP|4,RDU,SFO,EXP,4,01_Historical_Baseline,0.0,HIGH
RDU|SLC|EXP|4,RDU,SLC,EXP,4,01_Historical_Baseline,0.0,HIGH
SEA|ANC|EXP|2,SEA,ANC,EXP,2,02_Recent_2W,8.333333333333332,HIGH
SEA|ANC|EXP|3,SEA,ANC,EXP,3,08_Week_Specific,21.367521367521373,MEDIUM
SEA|ANC|EXP|4,SEA,ANC,EXP,4,05_Trend_Adjusted,15.409207161125307,HIGH
SEA|ANC|EXP|5,SEA,ANC,EXP,5,01_Historical_Baseline,0.0,HIGH
SEA|ANC|EXP|6,SEA,ANC,EXP,6,01_Historical_Baseline,0.0,HIGH
SEA|ANC|EXP|7,SEA,ANC,EXP,7,01_Historical_Baseline,0.0,HIGH
SEA|ATL|EXP|2,SEA,ATL,EXP,2,04_Recent_8W,0.0,HIGH
SEA|ATL|EXP|3,SEA,ATL,EXP,3,01_Historical_Baseline,999.0,LOW
SEA|ATL|EXP|4,SEA,ATL,EXP,4,01_Historical_Baseline,999.0,LOW
SEA|ATL|EXP|7,SEA,ATL,EXP,7,01_Historical_Baseline,999.0,LOW
SEA|ATL|MAX|2,SEA,ATL,MAX,2,18_Clustering,3.2910628019323576,HIGH
SEA|ATL|MAX|3,SEA,ATL,MAX,3,16_ML_Regressor,34.63880362968441,MEDIUM
SEA|ATL|MAX|4,SEA,ATL,MAX,4,18_Clustering,1.993710691823895,HIGH
SEA|ATL|MAX|5,SEA,ATL,MAX,5,01_Historical_Baseline,0.0,HIGH
SEA|ATL|MAX|6,SEA,ATL,MAX,6,01_Historical_Baseline,999.0,LOW
SEA|ATL|MAX|7,SEA,ATL,MAX,7,01_Historical_Baseline,999.0,LOW
SEA|BOS|EXP|2,SEA,BOS,EXP,2,04_Recent_8W,0.0,HIGH
SEA|BOS|EXP|3,SEA,BOS,EXP,3,01_Historical_Baseline,999.0,LOW
SEA|BOS|EXP|4,SEA,BOS,EXP,4,08_Week_Specific,0.0,HIGH
SEA|BOS|EXP|5,SEA,BOS,EXP,5,08_Week_Specific,0.0,HIGH
SEA|BOS|MAX|2,SEA,BOS,MAX,2,18_Clustering,3.2910628019323576,HIGH
SEA|BOS|MAX|3,SEA,BOS,MAX,3,16_ML_Regressor,12.764295588964394,HIGH
